原文, 訳文, 解説, 音声
こんにちは,こんにちわ,,8
Where is he from?,,
Beijing is a big place.,,
I'm from America.,,
誰が来たのでしょう？,だれきたんかな,
いつ栃木に来ますか？,とちぎいつくるん？,
その生徒は来なかった,あのせーときなかったん,
今日は何をしますか？,きょーなにするん？,
I am wondering if you will come today.,,
彼は今日何をしたいのですか？,あいつぁきょーなにしてん,
わかりましたか？,わかったかい？,
わかりました,わかった,
I heard and understood.,,
彼は友達です。,あいつぁともだちなん,
私はあなたの友達がとても好きです。,おれおまえのともだちだいすきなん,
My friend did not come.,,
Do you like my friend?,,
What would your friend like to do?,,
They are all my friends.,,
We're friends.,,
彼の言っていることがわかりません。,あいつなんつってるかわっかんねん,
When can you tell me?,,
Can you tell me what this is?,,
This is my book.,,
He likes this book.,,
この本が好きではありません。,このほんすきじゃねん,
Which book is your book?,,
That book is mine.,,
その本は誰でもいいからほしい人にあげてください。,そのほんだれでもほしんにくれてやんな,
行きましょう,いくんべ,
"Go when you want, ok?",,
Do whatever he tells you.,,
Would you like to eat with me?,,
I gave you a book.,,
I work with him.,,
I also want to. Then go with us!,,
"Let me think (literally ""let me think one think"")",,
Please let me through / pardon me,,
Please come with me.,,
加藤さん、座ってください,かとーさんすわんな,
Do you like school?,,
I am at school.,,
The students don't like school.,,
I'm going to school.,,
Where is the school?,,
This school is very big.,,
私は教師です,せんせやってるん,
彼女が我々の先生です。,あのひとがおれらのせんせえなん,
They are all good teachers.,,
Are you going to go see the teacher?,,
彼は先生に会いにいきます,あいつせんせーにあいいくん,
The teacher is going to school.,,
Where is the teacher going?,,
Listen to the teacher.,,
The teacher is Chinese.,,
先生の言っていることがわかりません,せんせーのいってるんがわっかんねん,
彼女は先生になりたいです,あいつぁせんせえになり'てん,
勉強していますか？,べんきょしてるかい？,
私がいつ「はい」といえばいいのか彼は教えてくれました。,いつ「はい」っていやいんかあいつがおしえてくれたん,
なんで,なんで,
なんで彼らは行ったのですか？,なんであいつらいったん？,
なんで彼女は行ったのですか？,なんであいついったん？,
Why did you do like that?,,
一人一人が一文ずつ読み上げます。,ひとりいちぶんでよんでくん,ひとりいちぶんでよんでくん
I'd like to say a few words to you.,,
Today is Monday.,,
何曜日ですか？,なんようなん？,
ここにはもう2週間います,ここはもう２しゅうかんいるん,
Today is Tuesday.,,
Today is Saturday.,,
Today is Sunday.,,
何かした方がよいことはありますか？,なんかしたほうがいいかい？,
6時です,６じだで,
What time is it now?,,
It's ten o'clock now.,,
6時40分です,ろくじ　'よんじゅっぷんだで,
Are you a bit better now?,,
It is already eleven.,,
She has a lot to do.,,
There is a lot of money here.,,
今どうなっていますか？,いまどうなってるん？,
It's already five o'clock.,,
(Right now) It's five.,,
(Right now) It's half past three.,,
(Right now) It's three.,,
(Right now) It's five forty.,,
It's nine o'clock now.,,
(Right now) It's nine thirty.,,
(Right now) It's half past four.,,
I'll tell you something.,,
今日はだいぶ気分がいいです。,きょーわだいぶよくなったみて,
気分はどうですかと彼は尋ねました,ぐあいどうだいってあいつがきいてき'たん,
仕事は好きですか？ええ、本当に面白くて。,しごとすきかい？うん、まーずおもしろいん,
今日は何日ですか？,きょーいくんち？,
What month is next month?,,
今日はとても天気が良いです。,きょーわまーずてんきがいんね,
The weather is just so nice.,,
今日は忙しいですか？,きょーいそがしん？,
今週はとても忙しいです。,こんしゅーわん－といそがしん,
Who is Mr. Zheng?,,
なぜ張さんはそのようなことをしたのですか？,なんでちょーさんそんなことしたん？,
I worked continuously this week.,,
あなたの言っていることは正しいと思います。,あんたがいってるこたほんとだとおもうん,
あなたの言っていることは正しいと思います。,あんたがいってるこたほんとだとおもうん,
Where does your friend live?,,
I don't understand Chinese.,,
I do not know how to write Chinese.,,
She teaches Chinese.,,
I teach Chinese.,,
My friend teaches Chinese.,,
Of course it's okay.,,
Do you know Chinese characters? I don't know them.,,
なにをしていますか？,なにしてるん？,
He doesn't like his classmates.,,
We're classmates.,,
My classmate doesn't have any money.,,
とうとう彼女はこなかった,とー'とーあいつこなかったん,
"Excuse me, do you have a cell phone?",,
Do you have a cell phone?,,
Where is your cell phone?,,
This is a cell phone.,,
Where is the cell phone?,,
I have a cell phone.,,
"Excuse me, where is the school?",,
携帯はどこで買えますか？,けーたいってどこでかえるん,
それは買えません,それかえねん,
どっちでも好きな方を買っていいですが、両方はだめです。,どっちでもすきなんかっていいけど、かたほうにしな,
帰宅しました,いえけーってきたん,
彼は何時に帰って来ますか？,あいつぁなんじにかえるん,
Can I go home?,,
She can return home.,,
What time are you going home?,,
I want to say a few words.,,
Is your university big?,,
When will he go to university?,,
今日はとてもお金を使いました,きょーん－とおかねつかちゃったん,
My mom is very busy.,,
Who is it? It's your mom.,,
戻りました。,けーってきたで,
彼女が帰ってくるのを待って質問してください,あいつがけーってくるんまってききな,
中国語を勉強することはとても面白いです。,ちゅうごくごべんきょうするんん－とたのしん,
"Is it interesting? No, it's not interesting.",,
He came to China to learn Chinese.,,
I want to know what this phrase/sentence means.,,
How do you study Chinese?,,
Will she study Chinese?,,
Where can I study Chinese?,,
I will study Chinese.,,
How much does this piece of clothing cost?,,
Maria spends a lot of money on clothes.,,
I like buying clothes.,,
She bought a piece of clothing.,,
How is his Chinese?,,
My work is interesting.,,
Your friend is very interesting.,,
She would prefer to study Chinese at a university.,,
I just want to know what time you'll come back.,,
Chinese culture is very interesting.,,
American culture is very interesting.,,
They have their own culture.,,
I live on the second floor.,,
Mom has gone to the market. (open-air market),,
He speaks English really well.,,
Do you know how to speak English?,,
You speak English very well.,,
From now on I will speak English.,,
The students would like to study English.,,
How is her English?,,
Why don't you like to study English?,,
Where can I buy English-language books?,,
Is studying English interesting?,,
Where can I study English?,,
Speaking Chinese is very difficult.,,
How do you study English?,,
Writing English is not difficult.,,
Speaking English is not difficult.,,
Learning Chinese is difficult.,,
Is it difficult to speak Chinese?,,
Is your work difficult?,,
My work is not difficult.,,
English is difficult to learn.,,
His work is not difficult.,,
"Excuse me, where can I buy English-language books?",,
I have been studying English for four years.,,
Say it in English.,,
Everyone knows she can speak English well.,,
She feels very tired.,,
"You are tired, aren't you?",,
I am at home.,,
I am already very tired.,,
Is she very tired today?,,
Is she at home?,,
Work was especially tiring today.,,
This is your computer.,,
Whose computer is this?,,
What do you think?,,
Does Shanghai have a lot of people?,,
Shanghai has a lot of people.,,
"Please use as you wish, don't be polite.",,
Why will she go back to Shanghai today?,,
I'm not going to Shanghai.,,
What happened?,,
I wonder what has happened to her.,,
I am going to see a movie.,,
I want to go see a movie.,,
What movies are released this week?,,
I have been waiting for a friend of mine for an hour.,,
He and I are the same age.,,
Sam is two years younger than Tom.,,
One of them is doing and the other is watching.,,
What have you seen?,,
Are you ready?,,
"I'm headed to school. (literally ""toward school going"")",,
I'm reading an English book.,,
I teach English at a university.,,
The teacher teaches English to us.,,
Do you teach English?,,
This is my father.,,
What are they discussing?,,
They're reading a book.,,
Thank you for your help.,,
I have no friends to help me.,,
Help me for a moment,,
I'll come help you.,,
Thank you!,,
I have a lot of friends to help me.,,
I help him study Chinese.,,
I find this book is very difficult to read.,,
She needs help.,,
Do you need my help? (help your busyness),,
They're taking an exam.,,
Let me try.,,
I understand her.,,
I love my mother.,,
He gets up late every day.,,
He goes to school to study every day.,,
What do you want to drink?,,
I've got one hundred RMB.,,
Would you like something to drink?,,
I would like to drink something.,,
She would like to drink a little something.,,
I would like to eat a little something.,,
My students learn things quickly.,,
Mr. Zheng learns things quickly.,,
I am listening to you.,,
What are they doing?,,
He casually ate a few bites and just left.,,
Please keep speaking.,,
"Let us keep working, ok?",,
Please continue speaking.,,
Carry on!,,
Her mother will continue to work.,,
Does everyone view my decision as correct?,,
I'm a man.,,
A man should work.,,
"By now, he should have already arrived.",,
He should arrive around now.,,
Is your school in this city?,,
Take it / hold it,,
Everyone is standing.,,
She once tried to teach me Chinese.,,
I can only wait.,,
I can't let myself do this kind of thing.,,
I'm as tired as can be.,,
When will you return to your country? Next month.,,
Something might have happened to her.,,
I didn't know about this matter.,,
How can you not know?,,
I don't know if I still have it.,,
Do you know him?,,
I have known her for two years.,,
"Oh, I know this man!",,
"Is he an American? No, he's not. He's German.",,
I know all of them. (people),,
I know him.,,
How do you know him?,,
Do you know his teacher?,,
He knows a lot of people.,,
Do you know my student?,,
"Today, I made a new friend.",,
She doesn't know how to choose.,,
Do I have any other options?,,
Who is she speaking with?,,
Who is he speaking with?,,
We like his way of talking very much.,,
Give me a phone call.,,
Please give me a phone call.,,
I should give her a phone call.,,
She doesn't like the way I speak.,,
Can I give him a phone call?,,
Please give him a phone call.,,
Can I give you a phone call?,,
In what way shall I tell him (about that)?,,
Is the hotel big?,,
Where is the hotel located?,,
She would like to go to the hotel.,,
An opportunity came.,,
They are chatting.,,
Everybody's welcome to come China to learn Chinese.,,
Welcome back home.,,
I'm going to the restaurant.,,
"Nevermind (literally ""no relation"")",,
Where is the restaurant?,,
Are you going to the restaurant?,,
He is very smart.,,
I am not as smart as he.,,
I'm really not smart.,,
Do you have a computer? I have one at the office.,,
He's my son.,,
My son is three years old.,,
Your son is very smart.,,
This is my son.,,
He left home and went to school.,,
My home is very close to the school.,,
He has just left home.,,
He's just left the company.,,
I want to see this movie.,,
Please give me a glass of water.,,
Let me introduce my classmate.,,
I'll also introduce myself!,,
Please introduce yourself.,,
My dad is busy.,,
My dad is much taller than me.,,
Your dad is tall.,,
You're one meter tall.,,
Thanks for your answer.,,
What did you answer?,,
"""You are too great!"" Willie answered.",,
She had just arrived home when I called.,,
He just returned home.,,
Do you like music? Do you love music?,,
"""She likes music."" ""So do I.""",,
Let me know if there is anything I can do.,,
Nobody believes what I say.,,
You can take your time.,,
They walk very slowly.,,
Tom speaks more slowly than Bill.,,
"""Believe me"", he said.",,
This is your letter.,,
Take your time.,,
You need to believe in your own ability.,,
He is out now.,,
"Dad is out, but mom is at home.",,
Did anyone call me while I was out?,,
What study method do you use?,,
Did you understand?,,
Did you guys understand what I mean?,,
I'll tell you guys a story.,,
"At last, I understand.",,
May I ask a few questions?,,
This (exam or homework problem) is very difficult.,,
"Everyone, please do some research on this problem.",,
He runs really fast.,,
He ran as fast as he could.,,
Bill can run faster than Bob.,,
I've run three miles.,,
She ran one section of road.,,
The weather is extremely great today.,,
I know Ms. Wang.,,
I work with Ms. Wang.,,
Ms. Zhou is going to see a movie.,,
How do you know Ms. Zhou?,,
Ms. Wang teaches Chinese at a university.,,
I'll give Ms. Zhou a phone call.,,
Where does Ms. Zhou work?,,
Ms. Zhou is at home now.,,
"Excuse me, where is Ms. Zhou?",,
Ms. Wang is not at the hotel.,,
Where is Ms. Wang?,,
What time is Ms. Wang going home?,,
How is Ms. Wang's English?,,
Ms. Wang knows how to speak English.,,
What is Ms. Wang's job?,,
Ms. Wang came today.,,
How does Ms. Wang get to school?,,
Ms. Wang speaks English very well.,,
The products of that company are very good.,,
He and I are the same height.,,
Are they all the same?,,
How old is she this year?,,
She only has five yuan.,,
Ms. Wang would not like to eat anything.,,
There is a bus stop near by.,,
"I don't know, and I don't want to.",,
There's nothing I want to drink.,,
I live near the school.,,
"""Why aren't you going?"" ""Because I don't want to.""",,
I wish I lived near your house.,,
Where does your little sister want to go? She wants to go to the toy store.,,
We will pass by your house.,,
I already asked everyone.,,
Are you afraid of heights?,,
I'm not tired at all.,,
You'd better go now.,,
That company shut down.,,
Please answer the phone.,,
I'll pick you up at your home at five.,,
Answer the phone.,,
I'll go pick him up.,,
"I listened, but I heard nothing.",,
"I'll tell you directly, ok?",,
I can count from one to ten.,,
She's very talented.,,
He succeeded.,,
He wishes that he already succeeded.,,
I can't remember.,,
I remember that he used to work at our company.,,
He can hardly write his name.,,
I am in first place!,,
What's your name?,,
"Excuse me, what is your student's name?",,
He achieved first place.,,
He feels tired easily.,,
Finding a job is easy.,,
This is my dictionary.,,
What does this word mean?,,
This isn't his dictionary.,,
Is there anyone who can pronounce this word?,,
She would like to buy a dictionary.,,
I have a dictionary.,,
"Excuse me, do you have a dictionary?",,
Mr. Zheng gave me a dictionary.,,
My reading is better than my speaking.,,
I don't have time to read.,,
For how long have you taught English?,,
Do you know how long the work day is there?,,
The problem has been solved.,,
"Allow me to introduce you, these are my parents.",,
My parents aren't old yet.,,
I am sure that he will be successful (at something).,,
Who can give me a hand?,,
Now it is not easy to obtain a visa.,,
"Before, it was very easy to obtain a visa.",,
"English is not easy, but it is interesting.",,
Obtaining a visa is very important.,,
When will you go to Hong Kong?,,
The flowers are fragrant.,,
She's sleeping soundly.,,
The school is far away from my home.,,
He lives very far from us.,,
I'll already be gone before you come back.,,
What do you think I've been doing?,,
He asked me to arrive at the company before three o'clock.,,
She appears old.,,
Don't hold the door open.,,
I will forever love my parents.,,
He and you both come from China.,,
Can I be friends with you?,,
He made many friends after he arrived in China.,,
His writes characters very clearly.,,
Is that clear?,,
She's my daughter.,,
We have two daughters.,,
Your daughter is very smart.,,
These clothes belong to my daughter.,,
I'll call you around five o'clock.,,
Please turn right.,,
He is the best student in our class.,,
"The car won't move (broken, stuck, etc.)",,
This problem is very simple.,,
"Other than here (in other places), it's not that simple.",,
"Except for him, the other people all slept.",,
Mom works in a hospital.,,
I enjoy taking pictures.,,
Can I take pictures here?,,
Please do not take photos here.,,
He's taking photos for them.,,
"Is Ms. Wang at home? No, she isn't. (She) is at the hospital.",,
Please give me a glass of wine.,,
Would you like another glass of liquor?,,
Please don't cry.,,
I want to cry.,,
We've graduated!,,
My classmate Mr. Bi has graduated.,,
Nobody (deeply understands) me.,,
You should study hard.,,
You worked too hard.,,
Chinese people work very hard.,,
He doesn't work hard.,,
He works very hard.,,
Each of them is very hard-working.,,
It seems interesting to me!,,
They went to see a love movie.,,
"I can't go, nor do I want to.",,
Don't believe a man who you don't know anything about his past.,,
He has no house to live in. He has no house in which to live.,,
There is no one inside the house.,,
This is my room.,,
Don't look into my room.,,
What is my room number?,,
The examination has begun.,,
It won't start before eight-thirty.,,
He began to look for a job.,,
We started to learn Chinese.,,
Have you started studying English?,,
I'm full.,,
What time does it start?,,
"As soon as she comes, we will begin.",,
He will go buy a television.,,
Do you like to watch TV?,,
I don't like to watch TV.,,
He was watching TV all night.,,
It's exactly six o'clock.,,
She kept crying all night long.,,
He's got an opportunity.,,
"He used to know her, but now they are no longer friends.",,
I don't love you anymore.,,
He is not what he used to be.,,
I'm from the U.K.,,
He's from England.,,
She's just bought a car.,,
Whose passport is this?,,
Where is your passport? At home.,,
This is my passport.,,
This is Ms. Wang's passport.,,
This is my plane ticket.,,
Could I see your passport?,,
This is Ms. Zhou's passport.,,
They knew each other from before.,,
"When you go, we'll all miss you!",,
Open your book.,,
They're singing.,,
Each of them sang a song.,,
There are many stores near my home.,,
That store has a lot of things you can buy.,,
This store does not have a lot of things you can buy.,,
She will go to the store to buy things.,,
My friend is going to the store.,,
This store has a lot of things you can buy.,,
"If I were you, I would also do this.",,
"If he put in a bit more effort, he might have already succeeded.",,
"If at that time, he had worked a little harder, he would have succeeded.",,
"If we don't eat, we'll just die.",,
I felt like I was dead.,,
He is a bit like his father.,,
He runs very fast.,,
"That student runs very fast, doesn't he?",,
He will be back soon.,,
The students learn things quickly.,,
He will be back very soon.,,
I'm very happy.,,
He is a professor.,,
"Yesterday, he left Beijing and went to Shanghai.",,
He's my younger brother.,,
My younger brother is not as tall as I was two years ago.,,
"I'm sorry, I was very busy. You are lying!",,
My younger brother is six years old.,,
Let me introduce my younger brother.,,
My younger brother is crying.,,
I have a younger brother.,,
They saw a movie yesterday.,,
She studied Chinese yesterday.,,
Was Ken at home yesterday?,,
Mr. Zheng came yesterday.,,
Mr. Zheng returned yesterday.,,
She likes little dogs.,,
This dog runs really really really fast!,,
I have a little dog.,,
Ken's dog is very big.,,
Are you sure?,,
He's afraid of dogs.,,
Please feed the dog every day.,,
"Oh, what is this?",,
I sort of understandd.,,
She raised a lot of questions.,,
"Is your father a businessperson? No, he's not. My father is a doctor.",,
She is a doctor.,,
We don't have a class on Sunday.,,
I don't have a class on Friday.,,
He doesn't have class on Thursday.,,
Do you have a class on Saturday afternoon?,,
We don't have class on Wednesday afternoons.,,
This is the house where I used to live when I was young.,,
I have ten U.S. dollars.,,
"If you had a million US dollars, what would you do?",,
He's very rich.,,
She said that she was happy/blessed.,,
I feel very happy/blessed.,,
Their lives are happy/blessed.,,
Our life is very happy/blessed.,,
They live a happy/blessed life.,,
She depends on this money to live.,,
His household is very happy/blessed.,,
She is my household tutor.,,
I dropped my money / I lost my money,,
"Do it when you have time, ok?",,
I don't know if I have time to do it.,,
"You finally gonna go, or not?",,
This matter is finally solved.,,
There are only two people who know this matter.,,
He has more money than he can spend.,,
Let me taste it.,,
These flowers are very pretty.,,
That is a pretty place.,,
Your clothes are very pretty.,,
My Chinese teacher is very pretty.,,
Soon it'll be light. (sky will be light),,
Her eyes are pretty.,,
I can't believe my eyes.,,
The problem is we can't use our car that day.,,
I've heard that Mr. Zheng is really smart.,,
"You may have heard. (literally, heard said)",,
I've heard that you need to look for work.,,
He is a computer expert.,,
He is an expert in economics.,,
A room has been arranged for you.,,
He put down the book on the table.,,
"I'll arrange it, I'll ask someone to go to your home and pick you up.",,
There's a glass of liquor on the table.,,
There's a policeman over there.,,
The police have come.,,
She hasn't heard this news yet.,,
"Hearing news of her success, he was very happy.",,
This news made her happy.,,
I'm very very happy.,,
She feels very happy.,,
Very glad to be at your service.,,
They provide telephone service.,,
He will be at home tomorrow.,,
"The weather's very good today, and tomorrow will be the same.",,
I need to know by tomorrow.,,
Is he able to come tomorrow?,,
What will you be doing at this time tomorrow?,,
What do you have for breakfast?,,
She's eating her breakfast.,,
I'm eating my breakfast.,,
He opened a breakfast restaurant.,,
"If I had known earlier, I wouldn't have talked with her like this.",,
How many languages do you speak?,,
Chinese is a very interesting language.,,
"I don't know this city, and what's more, I don't understand the language there.",,
She's pretty and wealthy.,,
I wish this work will be completed before 2pm tomorrow afternoon.,,
I will finish it by tomorrow afternoon.,,
She's finished her college education.,,
This kind of method won't solve this problem.,,
"When she found out they still had no schools, she founded one.",,
"About her photo, she'll give it to whoever wants it.",,
These pictures are really beautiful.,,
I need your passport and three pictures.,,
Let me have a look at those photos.,,
My younger brother likes taking pictures of mountains.,,
"He not only gave us clothes, but some money.",,
The game has begun.,,
The game is not over yet.,,
"Regardless of what was asked, she was able to answer.",,
He knows this teacher.,,
Do you know the teacher?,,
He is my boss.,,
Do you like your boss?,,
Please explain it again,,
I can't explain it either.,,
In ten years our town will change a lot.,,
Let me know if I need to make any changes.,,
First I want to talk about…,,
It was raining for a week.,,
Please do it again along with me.,,
An investment opportunity has come.,,
He's about to invest in China.,,
I forgot about that (matter/issue).,,
"Uh-oh, I forgot.",,
The world is really big!,,
Only through hard work will one have good achievements.,,
I live next to school.,,
The man sitting next to me spoke to me.,,
I sat by his side.,,
You want me to explain it to you ... impossible!,,
It can't be!,,
Let me consider a bit.,,
The meeting has begun.,,
The meeting was over at nine o'clock.,,
We ate breakfast at seven.,,
Someone went in.,,
Let me in.,,
They're discussing some problems.,,
This problem is being discussed now.,,
They're discussing a project.,,
The situation is getting worse and worse day by day.,,
He came here for what purpose?,,
I just want to love one person really well.,,
"After a bit of *very good* sleep, I felt much better.",,
"Work really hard, and you can pass the examination.",,
We know each other through the internet.,,
It's too hot.,,
Now is not ok.,,
How long is this class?,,
She's my older sister.,,
When will your older sister come to China?,,
Let me introduce my older sister.,,
Do you know my older sister?,,
He at last reached his goal.,,
Your pen is better than mine.,,
I'm not going to the office.,,
For how long have you been living with your roommate?,,
See you tomorrow in the office.,,
The boss is not in the office.,,
Is your friend going to the office?,,
She will be going to the office.,,
How does he get to work?,,
I'm working here.,,
He is still at work.,,
How do you get to work?,,
This isn't a small sum of money.,,
His room is a mess.,,
They insist that he should go.,,
My dad insisted that I go to that place and take a look.,,
There is a pen on the desk.,,
This is the same kind of pen that I lost yesterday.,,
None of my classmates live near here.,,
"We arrived here fast, didn't we?",,
The bus stop is just a few steps away from here.,,
"If I had known earlier that were you here, I would have come immediately.",,
Horses run really fast.,,
The exam needs to start very soon.,,
Is it serious/grave?,,
The mom shut the door tightly.,,
He is seriously ill.,,
This cloth is very pretty.,,
There are 56 ethnic groups in China.,,
Put away your bike.,,
Jack can't afford to buy a new bicycle.,,
Whose bike is this?,,
This is my bike.,,
This is a big family.,,
America is a multi-ethnic country.,,
This bike belongs to me.,,
Taiwan belongs to China.,,
She's my wife.,,
He applied for a visa.,,
She's already married.,,
I got married 8 years ago.,,
They've gotten married.,,
I don't know when she got married.,,
He married again.,,
His daughter is both smart and pretty.,,
It's late. We should go to sleep.,,
She is both pretty and smart.,,
We should go to bed.,,
"She is tired, wants to go to bed.",,
I need more sleep.,,
What time do the students go to bed?,,
My roommate sometimes goes to bed late.,,
She's young and beautiful.,,
She is as beautiful as a flower.,,
My address is…,,
I especially like eating out.,,
Did you feed the dog this morning?,,
Can you use this software?,,
What a surprise that you should call me.,,
"Surprisingly, such a good book only sells for 5 yuan.",,
He surprisingly can speak the languages of 20 countries.,,
That's a good idea!,,
"In addition, I still have another idea.",,
Please translate this passage into English.,,
He has translated a good many books.,,
Because I want to become a translator.,,
It took me more than two hours to translate a few pages of English.,,
They jumped very high.,,
She's surely over eighty.,,
There's a car in front of the house.,,
No one ran ahead of him.,,
I know this Chinese character.,,
"Can you write Chinese characters? No, I can't. I can't write it.",,
Chinese characters are hard to write.,,
Writing Chinese characters is very difficult.,,
He knows how to write Chinese characters.,,
Is it difficult to write Chinese characters? Very difficult. I don't know Chinese characters.,,
The rain has stopped.,,
Can I park my car here?,,
Don't worry!,,
He continuously worries about his daughter.,,
I feel worried.,,
"I feel much better now, but I know dad's still going to worry.",,
He worries that he might not pass the exam this time.,,
The boss gave him a one-time opportunity to travel.,,
I can swim 100 meters.,,
He can swim very fast.,,
I'm reading the first chapter of this book.,,
Things in Beijing are very expensive.,,
The weather is very cold today.,,
It's gotten cold.,,
It's cold.,,
We'll start our studies from the basics.,,
Language is the basis of communication.,,
Students should study seriously.,,
She takes her studies very seriously.,,
It's my cat.,,
I've got a cat.,,
His ability is limited.,,
She puts the file on the desk.,,
These documents are very very important.,,
Four people live in one dorm.,,
He's my husband.,,
The sky is very blue.,,
Do you feel nervous?,,
His dad is a driver.,,
The clock does not run.,,
I don't understand too well what he's saying.,,
The toilet is on your left.,,
"Mr. Chen speaks English really well. Yes, he lived in Canada for three years.",,
This is the men's toilet.,,
My spirits are not too good.,,
"Excuse me, where is the restroom? It's there. Thank you. No need to thank me.",,
He studies at this school.,,
I'm reading.,,
I like to eat meat.,,
You are my sunshine.,,
Do you have a class on Saturday morning?,,
Stop shouting!,,
People now are educated to a much higher level than before.,,
I insist on exercising every day.,,
He often exercises.,,
She's in the middle.,,
I understand your (emotional reaction).,,
I know your older brother.,,
My older brother has a computer.,,
His older sister is older than my older brother.,,
My older brother knows how to write Chinese.,,
He has a good attitude.,,
My attitude towards him changed.,,
This is a bank.,,
The bank opens at 9.,,
He has some money in the bank.,,
I live near the bank.,,
"Excuse me, where is the bank?",,
What time can you go with me to the bank?,,
He has taken numerous photos.,,
"""Thank you for helping me."" ""It's nothing""",,
He successfully completed this task.,,
It's difficult for one person to complete this task.,,
Want to take a walk?,,
Every morning he takes a walk.,,
She often goes out for walks.,,
I don't feel like taking a walk this morning.,,
"If I were you, under such a difficult situation I would do the same kind of thing.",,
The company ran into trouble.,,
I'm stranded on the road.,,
This matter is very worrisome.,,
Take your time. There's no hurry.,,
Why don't you come visit us?,,
I want to rest a bit.,,
You should have a good rest.,,
Can I rest a bit?,,
You should go home and take a rest.,,
The shop has closed down.,,
He was tired and rested awhile.,,
"After a short break, we continued working.",,
Can I rest a bit? May I take a rest for a while?,,
"Although we're very tired, we still can't rest.",,
"When I was studying in college, I lived in the school dormitory.",,
I agree.,,
"Some people like sports, others don't.",,
The square is very big.,,
The train should be coming.,,
How long will it take for the train to arrive?,,
The train is about to leave!,,
"As soon as you see him, you need to give me a call.",,
That's the man I see every day on the train.,,
That's my suggestion.,,
Who built this?,,
That thing is worth buying.,,
This music is worth listening to many times.,,
I was only joking.,,
He is always laughing/smiling.,,
Everybody plays the game of love.,,
Let's go play.,,
"He is laughing, and she is laughing too.",,
The quality of this piece of clothing is very good.,,
Everyone wants to buy high quality products.,,
The quality of products is not bad.,,
Quality control is very important.,,
Trees have roots.,,
The UK is a European country.,,
"I decided to go to America, rather than going to Europe.",,
Germany is a European nation.,,
This matter is very strange.,,
I heard a strange thing. (matter/issue),,
This person is a bit weird.,,
It's all your fault.,,
His younger brother is rather strange.,,
I don't want to wait that long.,,
Hair is dried!,,
Her hair is very dark.,,
I got up while it was still dark.,,
I saw a schoolgirl with long hair.,,
That company is managed very well.,,
Mrs. He promised to pay me back next month.,,
She has two younger sisters.,,
My little sister very much resembles my mom.,,
My little sister watched TV yesterday.,,
I need to give my little sister a phone call.,,
When will your little sister go to university?,,
My younger sister is eight years old.,,
"My younger sister is twenty-one years old, she's a college student.",,
The sun is very big.,,
"The sun not only gives us light, it also gives us heat.",,
The sun has come out.,,
Nothing is more beautiful than the truth.,,
This website is truly useful.,,
Many websites have their own forums.,,
I'm not familiar with this matter.,,
I'm not familiar with him.,,
"In the end, he finally understood that theory.",,
He's expounding his theory.,,
Can I have a quick look at that magazine?,,
She is a magazine editor.,,
The problem is obvious.,,
Ms. Zhou teaches English at a primary school.,,
My home is only one kilometer from school.,,
This watch is very accurate.,,
He glanced at his watch.,,
